id;manufacturer_name;reference;supplier_reference;ean13;description.language
4;;19472;19472;8,01408E+12;De color negro. Suela de goma robusta para mejor adherencia. Con malla transpirante. Ajustable mediante tiras de velcro muy prácticas con rayas reflectantes. Ayuda a que las heridas de pata cicatricen mejor y más rápido. Reduce el riesgo de infección. Protege de la sal y de la arena.  Para perros tipo Schnauzer. Si la pata de su perro se encuentra entre 2 tallas, o lleva vendaje, use siempre la talla más grande.
5;;19473;19473;8,01408E+12;De color negro. Suela de goma robusta para mejor adherencia. Con malla transpirante. Ajustable mediante tiras de velcro muy prácticas con rayas reflectantes. Ayuda a que las heridas de pata cicatricen mejor y más rápido. Reduce el riesgo de infección. Protege de la sal y de la arena.  Para perros tipo Cocker Spaniel. Si la pata de su perro se encuentra entre 2 tallas, o lleva vendaje, use siempre la talla más grande.
6;;19474;19474;8,01408E+12;De color negro. Suela de goma robusta para mejor adherencia. Con malla transpirante. Ajustable mediante tiras de velcro muy prácticas con rayas reflectantes. Ayuda a que las heridas de pata cicatricen mejor y más rápido. Reduce el riesgo de infección. Protege de la sal y de la arena.  Para perros tipo Golden retriever. Si la pata de su perro se encuentra entre 2 tallas, o lleva vendaje, use siempre la talla más grande.
7;;19475;19475;8,01408E+12;De color negro. Suela de goma robusta para mejor adherencia. Con malla transpirante. Ajustable mediante tiras de velcro muy prácticas con rayas reflectantes. Ayuda a que las heridas de pata cicatricen mejor y más rápido. Reduce el riesgo de infección. Protege de la sal y de la arena.  Para perros tipo Pastor Alemán. Si la pata de su perro se encuentra entre 2 tallas, o lleva vendaje, use siempre la talla más grande.
8;;19476;19476;8,01408E+12;De color negro. Suela de goma robusta para mejor adherencia. Con malla transpirante. Ajustable mediante tiras de velcro muy prácticas con rayas reflectantes. Ayuda a que las heridas de pata cicatricen mejor y más rápido. Reduce el riesgo de infección. Protege de la sal y de la arena.  Para perros tipo San Bernardo. Si la pata de su perro se encuentra entre 2 tallas, o lleva vendaje, use siempre la talla más grande.
9;;19480;19480;8,43512E+12;"Es rápido y sencillo de instalar. Ayuda a la recuperación de nuestra mascota Medida: 17-19 x&nbsp;11 cm"
10;;19481;19481;8,43512E+12;Es rápido y sencillo de instalar. Ayuda a la recuperación de nuestra mascota. Medida: 22-24 x 12 cm
11;;19482;19482;8,43512E+12;Es rápido y sencillo de instalar. Ayuda a la recuperación de nuestra mascota. Medida: 26-29 x 12,5 cm
12;;19483;19483;8,43512E+12;Es rápido y sencillo de instalar. Ayuda a la recuperación de nuestra mascota Medida: 28-32 x 16 cm
13;;19484;19484;8,43512E+12;Es rápido y sencillo de instalar. Ayuda a la recuperación de nuestra mascota Medida: 32-37 x 21 cm
14;;19485;19485;8,43512E+12;Es rápido y sencillo de instalar. Ayuda a la recuperación de nuestra mascota Medida: 40-44 x 21 cm
15;;19486;19486;8,43512E+12;Es rápido y sencillo de instalar. Ayuda a la recuperación de nuestra mascota Medida: 47-49 x 21 cm
16;;1960;1960;8,43512E+12;Se puede complementar con una salva slip para mayor absorción Talla 0 - 19 / 25 cm
17;;1961;1961;8,43512E+12;Se puede complementar con una salva slip para mayor absorción Talla 1 - 26 / 32 cm
18;;1962;1962;8,43512E+12;Se puede complementar con una salva slip para mayor absorción Talla 2 - 33 / 39 cm
19;;1963;1963;8,43512E+12;Se puede complementar con una salva slip para mayor absorción Talla 3 - 40 / 49 cm
20;;1964;1964;8,43512E+12;Se puede complementar con una salva slip para mayor absorción Talla 4 - 50 / 59 cm
21;;1965;1965;8,43512E+12;Se puede complementar con una salva slip para mayor absorción Talla 5 - 60 / 70 cm
1974;;4269;4269;8,43512E+12;Paleta para limpiar el arenero de tu gato. Color verde. 26,5 x 10 cm
1821;Snacks Carne Fresca;3008;3008;8,43512E+12;"<P>Pueden utilizarlos como snack de bienvenida o como recompensa durante el entrenamiento, limpia los dientes y refuerza la mandíbula. Los perros deben estar bajo supervisión mientras comen. Mantener en lugar fresco y seco y suministrar siempre agua en abundancia. </P>
<P><STRONG>INGREDIENTES:</STRONG> Pollo, arroz, harina de trigo y salvado de trigo. <BR>Los Arquivet Snacks de Carne fresca, son un alimento complementario 100% natural a base de pollo fresco de granja.</P>
<P><STRONG>COMPOSICIÓN ANALÍTICA:</STRONG> Proteina bruta 23,61%, grasa bruta 5,67%, fibra bruta 1,08%, ceniza bruta 11,13%, humedad 22,46%.</P>"
1822;Snacks Carne Fresca;3009;3009;8,43512E+12;"<P>Pueden utilizarlos como snack de bienvenida o como recompensa durante el entrenamiento, limpia los dientes y refuerza la mandíbula. Los perros deben estar bajo supervisión mientras comen. Mantener en lugar fresco y seco y suministrar siempre agua en abundancia. </P>
<P><STRONG>INGREDIENTES:</STRONG> Pollo, arroz, harina de trigo y salvado de trigo.<BR>Los Arquivet Snacks de Carne fresca, son un alimento complementario 100% natural a base de pollo fresco de granja.</P>
<P><STRONG>COMPOSICIÓN ANALÍTICA:</STRONG> Proteina bruta 23,61%, grasa bruta 5,67%, fibra bruta 1,08%, ceniza bruta 11,13%, humedad 22,46%.</P>"
1823;Snacks Carne Fresca;3045;3045;8,43512E+12;"<UL>
<LI>Los Fresh Meat Snacks con cordero son un alimento complementario 100% natural para perros. 
<LI>Sirve como premio, limpia los dientes y refuerza la mandíbula. 
<LI>Dejar a disposición de su perro agua limpia y fresca. 
<LI>Conservar en lugar seco y fresco. 
<LI>Consumir preferentemente antes de la fecha impresa en la base del envase. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> carne de pollo, cereales, carne de cordero deshidratada, pulpa de remolacha, guisantes y glicerina. </P>
<P><STRONG>Composición analítica</STRONG>: proteínas 20%, grasa 5%, fibra 6%, cenizas 6%, humedad 20%. Por kg.: Vit A 10.000 UI, Vit D3 600 UI, Vit E (a-tocoperol) 100 mg, cobre (sulfato cúprico pentahidratado) 15 mg, Ca 0,41%, Pe 0,34%, Na 0,61%. Antioxidantes, colorantes y conservantes autorizados por la UE.</P>"
1824;Snacks Carne Fresca;3046;3046;8,43512E+12;"<UL>
<LI>Los Fresh Meat Snacks con cordero son un alimento complementario 100% natural para perros. 
<LI>Sirve como premio, limpia los dientes y refuerza la mandíbula. 
<LI>Dejar a disposición de su perro agua limpia y fresca. 
<LI>Conservar en lugar seco y fresco. 
<LI>Consumir preferentemente antes de la fecha impresa en la base del envase. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> carne de pollo, cereales, carne de cordero deshidratada, pulpa de remolacha, guisantes y glicerina. </P>
<P><STRONG>Composición analítica:</STRONG> proteínas 20%, grasa 5%, fibra 6%, cenizas 6%, humedad 20%. Por kg.: Vit A 10.000 UI, Vit D3 600 UI, Vit E (a-tocoperol) 100 mg, cobre (sulfato cúprico pentahidratado) 15 mg, Ca 0,41%, Pe 0,34%, Na 0,61%. Antioxidantes, colorantes y conservantes autorizados por la UE.</P>"
1825;Snacks Carne Fresca;3047;3047;8,43512E+12;"<UL>
<LI>Los Fresh Meat Snacks con ternera son un alimento complementario 100% natural para perros. 
<LI>Sirve como premio, limpia los dientes y refuerza la mandíbula. 
<LI>Dejar a disposición de su perro agua limpia y fresca. 
<LI>Conservar en lugar seco y fresco. 
<LI>Consumir preferentemente antes de la fecha impresa en la base del envase. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> carne de ternera, cereales, ternera deshidratada, pulpa de remolacha, guisantes y glicerina. </P>
<P><STRONG>Composición analítica:</STRONG> proteínas 22%, grasa 5%, fibra 6%, cenizas 6%, humedad 20%. Por kg.: Vit A 10.000 UI, Vit D3 600 UI, Vit E (a-tocoperol) 100 mg, cobre (sulfato cúprico pentahidratado) 15 mg, Ca 0,41%, Pe 0,34%, Na 0,61%. Antioxidantes, colorantes y conservantes autorizados por la UE.</P>"
1826;Snacks Carne Fresca;3048;3048;8,43512E+12;"<UL>
<LI>Los Fresh Meat Snacks con ternera son un alimento complementario 100% natural para perros. 
<LI>Sirve como premio, limpia los dientes y refuerza la mandíbula. 
<LI>Dejar a disposición de su perro agua limpia y fresca. 
<LI>Conservar en lugar seco y fresco. 
<LI>Consumir preferentemente antes de la fecha impresa en la base del envase. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> carne de pollo, cereales, ternera deshidratada, pulpa de remolacha, guisantes y glicerina. </P>
<P><STRONG>Composición analítica:</STRONG> proteínas 22%, grasa 5%, fibra 6%, cenizas 6%, humedad 20%. Por kg.: Vit A 10.000 UI, Vit D3 600 UI, Vit E (a-tocoperol) 100 mg, cobre (sulfato cúprico pentahidratado) 15 mg, Ca 0,41%, Pe 0,34%, Na 0,61%. Antioxidantes, colorantes y conservantes autorizados por la UE.</P>"
1827;Snacks Carne Fresca;3049;3049;8,43512E+12;"<UL>
<LI>Los Fresh Meat Snacks con salmón son un alimento complementario 100% natural para perros. 
<LI>Sirve como premio, limpia los dientes y refuerza la mandíbula. 
<LI>Dejar a disposición de su perro agua limpia y fresca. 
<LI>Conservar en lugar seco y fresco. 
<LI>Consumir preferentemente antes de la fecha impresa en la base del envase. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> carne, cereales, salmón deshidratado, pollo deshidratado, pulpa de remolacha, guisantes y glicerina. </P>
<P><STRONG>Composición analítica</STRONG>: proteínas 20%, grasa 5%, fibra 6%, cenizas 6%, humedad 20%. Por kg.: Vit A 10.000 UI, Vit D3 600 UI, Vit E (a-tocoperol) 100 mg, cobre (sulfato cúprico pentahidratado) 15 mg, Ca 0,41%, Pe 0,34%, Na 0,61%. Antioxidantes, colorantes y conservantes autorizados por la UE.</P>"
1828;Snacks Carne Fresca;3056;3056;8,43512E+12;"<UL>
<LI>Los Fresh Meat Snacks con salmón son un alimento complementario 100% natural para perros. 
<LI>Sirve como premio, limpia los dientes y refuerza la mandíbula. 
<LI>Dejar a disposición de su perro agua limpia y fresca. 
<LI>Conservar en lugar seco y fresco. 
<LI>Consumir preferentemente antes de la fecha impresa en la base del envase. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> carne, cereales, salmón deshidratado, pollo deshidratado, pulpa de remolacha, guisantes y glicerina. </P>
<P><STRONG>Composición analítica:</STRONG> proteínas 20%, grasa 5%, fibra 6%, cenizas 6%, humedad 20%. Por kg.: Vit A 10.000 UI, Vit D3 600 UI, Vit E (a-tocoperol) 100 mg, cobre (sulfato cúprico pentahidratado) 15 mg, Ca 0,41%, Pe 0,34%, Na 0,61%. Antioxidantes, colorantes y conservantes autorizados por la UE.</P>"
1829;Snacks Carne Fresca;3057;3057;8,43512E+12;"<UL>
<LI>Los Fresh Meat Snacks con pollo son un alimento complementario 100% natural para perros. 
<LI>Sirve como premio, limpia los dientes y refuerza la mandíbula. 
<LI>Dejar a disposición de su perro agua limpia y fresca. 
<LI>Conservar en lugar seco y fresco. 
<LI>Consumir preferentemente antes de la fecha impresa en la base del envase. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> carne de pollo, cereales, pollo deshidratado, pulpa de remolacha, guisantes y glicerina. </P>
<P><STRONG>Composición analítica:</STRONG> proteínas 23%, grasa 6%, fibra 6%, cenizas 6%, humedad 20%. Por kg.: Vit A 10.000 UI, Vit D3 600 UI, Vit E (a-tocoperol) 100 mg, cobre (sulfato cúprico pentahidratado) 15 mg, Ca 0,41%, Pe 0,34%, Na 0,61%. Antioxidantes, colorantes y conservantes autorizados por la UE.</P>"
1830;Snacks Carne Fresca;3058;3058;8,43512E+12;"<UL>
<LI>Los Fresh Meat Snacks con pollo son un alimento complementario 100% natural para perros. 
<LI>Sirve como premio, limpia los dientes y refuerza la mandíbula. 
<LI>Dejar a disposición de su perro agua limpia y fresca. 
<LI>Conservar en lugar seco y fresco. 
<LI>Consumir preferentemente antes de la fecha impresa en la base del envase. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> carne de pollo, cereales, pollo deshidratado, pulpa de remolacha, guisantes y glicerina. </P>
<P><STRONG>Composición analítica:</STRONG> proteínas 23%, grasa 6%, fibra 6%, cenizas 6%, humedad 20%. Por kg.: Vit A 10.000 UI, Vit D3 600 UI, Vit E (a-tocoperol) 100 mg, cobre (sulfato cúprico pentahidratado) 15 mg, Ca 0,41%, Pe 0,34%, Na 0,61%. Antioxidantes, colorantes y conservantes autorizados por la UE.</P>"
1836;Arquistick;3000;3000;8,43512E+12;"<P><STRONG>Modo de empleo:</STRONG> Perros pequeños: 1-2 piezas diarias. Perros medianos: 2-3 piezas diarias. Perros grandes: 3-4 piezas diarias. Guardar en lugar fresco y seco. El perro debe disponer de agua potable fresca y limpia. </P>
<P><STRONG>Composición</STRONG>: Carnes (min. 10% pollo), cereales, productos de origen vegetal. </P>
<P><STRONG>Componentes analíticos</STRONG>: 28% proteína, 1,5% fibra, 7% aceites y grasas, 13,5% materia inorgánica, 19% humedad. </P>
<P><STRONG>Aditivos</STRONG>: antioxidantes, conservantes, colorantes. </P>
<P><STRONG>Aditivos nutricionales</STRONG>: 5000 UI de vitamina A (Retinylacetate), 500 UI de vitamina D3 (Cholecalciferol), 50 mg de vitamina E (all-rac-alpha-Tocopherolacetate), 1,8 mg de cobre (coppersulfate, pentahydrate (7,2 mg)).</P>"
1837;Arquistick;3001;3001;8,43512E+12;"<P><STRONG>Modo de empleo:</STRONG> Perros pequeños: 1-2 piezas diarias. Perros medianos: 2-3 piezas diarias. Perros grandes: 3-4 piezas diarias. Guardar en lugar fresco y seco. El perro debe disponer de agua potable fresca y limpia. </P>
<P><STRONG>Composición</STRONG>: Carnes (min. 10% ternera), cereales, productos de origen vegetal. </P>
<P><STRONG>Componentes analíticos</STRONG>: 27,5% proteína, 1,5% fibra, 7% aceites y grasas, 13% materia inorgánica, 19% humedad. </P>
<P><STRONG>Aditivos</STRONG>: antioxidantes, conservantes, colorantes. </P>
<P><STRONG>Aditivos nutricionales</STRONG>: 5000 UI de vitamina A (Retinylacetate), 500 UI de vitamina D3 (Cholecalciferol), 50 mg de vitamina E (all-rac-alpha-Tocopherolacetate), 1,8 mg de cobre (coppersulfate, pentahydrate (7,2 mg)).</P>"
1838;Arquistick;3002;3002;8,43512E+12;"<P><STRONG>Modo de empleo:</STRONG> Perros pequeños: 1-2 piezas diarias. Perros medianos: 2-3 piezas diarias. Perros grandes: 3-4 piezas diarias. Guardar en lugar fresco y seco. El perro debe disponer de agua potable fresca y limpia. </P>
<P><STRONG>Composición</STRONG>: Carnes, cereales, productos de origen vegetal, pescado (4% salmón). </P>
<P><STRONG>Componentes analíticos</STRONG>: 27,5% proteína, 1,5% fibra, 6,5% aceites y grasas, 13,5% materia inorgánica, 19% humedad. </P>
<P><STRONG>Aditivos:</STRONG> antioxidantes, conservantes, colorantes. </P>
<P><STRONG>Aditivos nutricionales</STRONG>: 5000 UI de vitamina A (Retinylacetate), 500 UI de vitamina D3 (Cholecalciferol), 50 mg de vitamina E (all-rac-alpha-Tocopherolacetate), 1,8 mg de cobre (coppersulfate, pentahydrate (7,2 mg)).</P>"
1839;Arquistick;3003;3003;8,43512E+12;"<P><STRONG>Modo de empleo</STRONG>: Perros pequeños: 1-2 piezas diarias. Perros medianos: 2-3 piezas diarias. Perros grandes: 3-4 piezas diarias. Guardar en lugar fresco y seco. El perro debe disponer de agua potable fresca y limpia. </P>
<P><STRONG>Composición</STRONG>: Carnes (min. 4% cordero), cereales, productos de origen vegetal. </P>
<P><STRONG>Componentes analíticos</STRONG>: 28,5% proteína, 1,5% fibra, 7% aceites y grasas, 13% materia inorgánica, 19% humedad. </P>
<P><STRONG>Aditivos</STRONG>: antioxidantes, conservantes, colorantes. </P>
<P><STRONG>Aditivos nutricionales</STRONG>: 5000 UI de vitamina A (Retinylacetate), 500 UI de vitamina D3 (Cholecalciferol), 50 mg de vitamina E (all-rac-alpha-Tocopherolacetate), 1,8 mg de cobre (coppersulfate, pentahydrate (7,2 mg)).</P>"
863;;1124;1124;8,43512E+12;"<P>Aceite de salmón escocés prensado en frío a partir de salmón capturado fresco y de manera sostenible. Esto asegura que los ácidos grasos esenciales se conserven mejor. El aceite de salmón es rico en ácidos grasos omega-3 y omega-6 y estos ácidos grasos adicionales tienen un efecto positivo en varias funciones corporales de su mascota. Los ácidos grasos omega-3 mantienen la presión arterial y el colesterol bajos. Los ácidos grasos omega-6 inhiben las respuestas inflamatorias y mantienen la resistencia de su mascota. Además, el aceite de salmón mejora la digestión. Los ácidos grasos también apoyan las funciones de las articulaciones y aseguran una piel sana y un pelaje radiante. </P>
<UL>
<LI>Piel y pelaje brillantes. Mejor metabolismo. </LI>
<LI>Mejora el&nbsp;sistema inmunológico.</LI>
<LI>Efecto beneficioso sobre el corazón y los vasos sanguíneos.</LI>
<LI>Mejora del apetito.</LI>
<LI>Mejora la digestión </LI>
<LI>Mejora la función de las articulaciones. </LI></UL>
<P><STRONG>COMPOSICIÓN</STRONG>: aceite de salmón escocés 100%. Componentes analíticos: Grasas: 98,6%. Cenizas: &lt;0,2%. Fibra: &lt;0,1%. Proteína: 1,1%. Omega 3: 18%. Omega 6: 17,7%. Antioxidante: Tocoferol = Vitamina E. </P>
<P><STRONG>INSTRUCCIONES DE USO:</STRONG>&nbsp;Cada pulsación es de 2 ml. Perros pequeños aproximadamente 2 ml por día. Perro de tamaño mediano: aproximadamente 2x2 ml por día. Perros grandes: aproximadamente 3×2 ml. por día. Ajuste la dosis según sea necesario.</P>"
1262;Natural Snacks Piel Prensada;2594;2594;8,43512E+12;"<UL>
<LI>Los snacks de búfalo son unos snacks naturales y saludables. Muy apetitosos, fáciles de comer y una alternativa cuando se tiene alergias o intolerancias a otras proteínas más comunes. </LI>
<LI>Sin conservantes ni aditivos, con un alto índice proteico pero bajo en grasas. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> 90% piel de búfalo, 10% tripa de búfalo. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína bruta 72%, grasa bruta 4%, fibra bruta 1%, humedad 16%.</P>"
1263;Natural Snacks Piel Prensada;2595;2595;8,43512E+12;"<UL>
<LI>Los snacks de búfalo son unos snacks naturales y saludables. Muy apetitosos, fáciles de comer y una alternativa cuando se tiene alergias o intolerancias a otras proteínas más comunes. </LI>
<LI>Sin conservantes ni aditivos, con un alto índice proteico pero bajo en grasas. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> 90% piel de búfalo, 10% tripa de búfalo. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína bruta 72%, grasa bruta 4%, fibra bruta 1%, humedad 16%.</P>"
1264;Natural Snacks Piel Prensada;2596;2596;8,43512E+12;"<UL>
<LI>Los snacks de búfalo son unos snacks naturales y saludables. Muy apetitosos, fáciles de comer y una alternativa cuando se tiene alergias o intolerancias a otras proteínas más comunes. </LI>
<LI>Sin conservantes ni aditivos, con un alto índice proteico pero bajo en grasas. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> 90% piel de búfalo, 10% tripa de búfalo. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína bruta 72%, grasa bruta 4%, fibra bruta 1%, humedad 16%.</P>"
1265;Natural Snacks Piel Prensada;2597;2597;8,43512E+12;"<UL>
<LI>Los snacks de búfalo son unos snacks naturales y saludables. </LI>
<LI>Muy apetitosos, fáciles de comer y una alternativa cuando se tiene alergias o intolerancias a otras proteínas más comunes. </LI>
<LI>Sin conservantes ni aditivos, con un alto índice proteico pero bajo en grasas. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. </LI>
<LI>Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. </LI>
<LI>Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> 90% piel de búfalo, 10% verga de búfalo. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína bruta 72%, grasa bruta 4%, fibra bruta 1%, humedad 16%.</P>"
1266;Natural Snacks Piel Prensada;2598;2598;8,43512E+12;"<UL>
<LI>Los snacks de búfalo son unos snacks naturales y saludables. </LI>
<LI>Muy apetitosos, fáciles de comer y una alternativa cuando se tiene alergias o intolerancias a otras proteínas más comunes. </LI>
<LI>Sin conservantes ni aditivos, con un alto índice proteico pero bajo en grasas. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. </LI>
<LI>Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. </LI>
<LI>Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> 90% piel de búfalo, 10% verga de búfalo. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína bruta 72%, grasa bruta 4%, fibra bruta 1%, humedad 16%.</P>"
1267;Natural Snacks Piel Prensada;2609;2609;8,43512E+12;"<UL>
<LI>Los snacks de búfalo son unos snacks naturales y saludables. </LI>
<LI>Muy apetitosos, fáciles de comer y una alternativa cuando se tiene alergias o intolerancias a otras proteínas más comunes. </LI>
<LI>Sin conservantes ni aditivos, con un alto índice proteico pero bajo en grasas. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. </LI>
<LI>Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. </LI>
<LI>Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> 90% piel de búfalo, 10% verga de búfalo. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína bruta 72%, grasa bruta 4%, fibra bruta 1%, humedad 16%.</P>"
1594;Natural Snacks individual;2640;2640;8,43512E+12;"<UL>
<LI>Alimento complementario para perros, utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>INGREDIENTES:</STRONG> 60% hueso de búfalo, 40% relleno de grasa de oveja. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína: 58%. Contenido en grasa: 29%. Fibra bruta: 1%. Humedad: 15%</P>"
1595;Natural Snacks individual;2641;2641;8,43512E+12;"<UL>
<LI>Alimento complementario para perros, utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>INGREDIENTES:</STRONG> 60% hueso de búfalo, 40% relleno de palitos de piel. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína: 20%. Contenido en grasa: 19,4%. Fibra bruta: 1%. Humedad: 15%</P>"
1596;Natural Snacks individual;2642;2642;8,43512E+12;"<UL>
<LI>Alimento complementario para perros, utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>INGREDIENTES:</STRONG> 60% pezuña de búfalo, 40% relleno de hígado de búfalo. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína: 40%. Contenido en grasa: 2%. Fibra bruta: 2%. Humedad: 22%.</P>"
1597;Natural Snacks individual;2643;2643;8,43512E+12;"<UL>
<LI>Alimento complementario para perros, utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>INGREDIENTES:</STRONG> 60% pezuña de búfalo, 40% relleno de grasa de oveja. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína: 48,7%. Contenido en grasa: 28%. Fibra bruta: 0,9%. Humedad: 15%.</P>"
1598;Natural Snacks individual;2644;2644;8,43512E+12;"<UL>
<LI>Alimento complementario para perros, utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>INGREDIENTES:</STRONG> 60% pezuña de búfalo, 40% relleno de palitos de piel de búfalo. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína: 40%. Contenido en grasa: 2%. Fibra bruta: 2%. Humedad: 22%.</P>"
1599;Natural Snacks individual;2645;2645;8,43512E+12;"<UL>
<LI>Alimento complementario para perros, utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>INGREDIENTES:</STRONG> 60% cuerno de búfalo, 40% relleno de hígado de búfalo. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína: 70%. Contenido en grasa: 1%. Fibra bruta: 0,5%. Humedad: 10%.</P>"
1600;Natural Snacks individual;2646;2646;8,43512E+12;"<UL>
<LI>Alimento complementario para perros, utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>INGREDIENTES</STRONG>: 60% cuerno de búfalo, 40% relleno de grasa de oveja. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína: 55%. Contenido en grasa: 26%. Fibra bruta: 0,5%. Humedad: 10%.</P>"
1601;Natural Snacks individual;2647;2647;8,43512E+12;"<UL>
<LI>Alimento complementario para perros, utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>INGREDIENTES:</STRONG> 60% cuerno de búfalo, 40% relleno de palitos de piel de búfalo. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína: 70%. Contenido en grasa: 1%. Fibra bruta: 0,5%. Humedad: 10%.</P>"
1602;Natural Snacks individual;2639;2639;8,43512E+12;"<UL>
<LI>Alimento complementario para perros, utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. </LI>
<LI>Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>INGREDIENTES:</STRONG> 60% hueso de búfalo, 40% Relleno de hígado de búfalo. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína: 20%. Contenido en grasa: 19,4%. Fibra bruta: 1%. Humedad: 15%</P>"
